Painting Name,Origin,Image Address,Artistic Location,Creation Date,Hue,Saturation,Brightness,Yellowness,Color Diversity
Footbridge across a Ditch,"The Hague: August, 1883",http://www.vggallery.com/painting/f_0189.jpg,The Hague,1883,70.59470910115073,32.7330852176712,85.32721895871892,132.92511466967088,1
Four Cut Sunflowers,"Paris: August-September, 1887",http://www.vggallery.com/painting/f_0452.jpg,Paris,1887,52.94293152746426,114.85389315274642,99.73651768246802,142.1463626787058,2
"Fourteenth of July Celebration in Paris, The","Paris: Summer, 1886",http://www.vggallery.com/painting/f_0222.jpg,Paris,1886,35.74787600582092,124.28731702619415,117.93043250299607,154.17834060948468,2
Fritillaries,"Paris: Spring, 1886",http://www.vggallery.com/painting/f_0214.jpg,Paris,1886,77.07948545237764,11.448916864093155,124.60373794149982,128.31503460770196,1
Fritillaries in a Copper Vase,"Paris: April-May, 1887",http://www.vggallery.com/painting/f_0213.jpg,Paris,1887,75.445058162856,170.6694584837545,120.58058162855997,148.46240673886882,6
Garden Behind a House,"Arles: August, 1888",http://www.vggallery.com/painting/f_0578.jpg,Arles,1888,36.54155220373538,107.76315675806424,176.89172670571364,154.36365953109072,3
Garden in Auvers,"Auvers-sur-Oise: June-July, 1890",http://www.vggallery.com/painting/f_0814.jpg,Auvers-sur-Oise,1890,39.00223804013188,114.90265890084936,157.69089936461495,158.21020655472827,1
"Garden of Saint-Paul Hospital with Figure, The","Saint-Remy: November, 1889",http://www.vggallery.com/painting/f_0733.jpg,Saint-Remy,1889,32.19868725868726,104.8869540969541,138.47784212784214,153.31328185328186,2
"Garden of Saint-Paul Hospital, The","Saint-Remy: December, 1889",http://www.vggallery.com/painting/f_0659.jpg,Saint-Remy,1889,36.97744170096022,102.84492112482853,150.63466392318244,149.8664403292181,3
"Garden of Saint-Paul Hospital, The","Saint-Remy: May, 1889",http://www.vggallery.com/painting/f_0734.jpg,Saint-Remy,1889,54.773295719161084,105.48223379320349,145.08648332938867,152.7402026279022,4
"Garden of Saint-Paul Hospital, The","Saint-Remy: November, 1889",http://www.vggallery.com/painting/f_0660.jpg,Saint-Remy,1889,48.08211764851823,84.85820525225459,147.08653691092007,144.8916210784861,5
"Garden of Saint-Paul Hospital, The","Saint-Remy: October, 1889",http://www.vggallery.com/painting/f_0640.jpg,Saint-Remy,1889,38.29581856785284,100.92362590824322,137.6928742076017,143.7799212254494,1
"Garden of Saint-Paul Hospital, The","Saint-Remy: October, 1889",http://www.vggallery.com/painting/f_0730.jpg,Saint-Remy,1889,60.13471035720311,141.74322096286866,86.61375208969187,146.03185917393904,1
Garden with Sunflowers,"Paris: June, 1887",http://www.vggallery.com/painting/f_0388v.jpg,Paris,1887,24.91911924789708,124.74285007422068,116.86752432789048,147.388091703777,1
Geranium in a Flowerpot,"Paris: Summer, 1886",http://www.vggallery.com/painting/f_0201.jpg,Paris,1886,33.01069654333855,125.10270974465868,122.10440854611777,152.28046552023625,1
Ginger Jar Filled with Chrysanthemums,"Paris: Summer, 1886",http://www.vggallery.com/painting/f_0198.jpg,Paris,1886,81.20118410665731,104.50243487413385,70.73504604859222,133.4540513990001,2
"Girl in the Street, Two Coaches in the Background, A","The Hague: August, 1882",http://www.vggallery.com/painting/f_0013.jpg,The Hague,1882,30.336703553326434,184.73870059563873,141.96467662051612,169.84069980917366,1
Girl in the Woods,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0008a.jpg,The Hague,1882,42.436539497449225,7.539917297759752,94.36892011787445,128.5555903228873,1
Girl in White in the Woods,"The Hague: August, 1882",http://www.vggallery.com/painting/f_0008.jpg,The Hague,1882,25.133895853423336,140.22677366028378,105.41997175919548,150.45828970932635,1
"Girl with Ruffled Hair (""The Mudlark"")","Arles: June, 1888",http://www.vggallery.com/painting/f_0535.jpg,Arles,1888,71.4357977617114,98.90795710182657,160.30128821856562,148.39183137848582,2
Glass with Hellebores,"Paris: Spring, 1886",http://www.vggallery.com/painting/f_0199.jpg,Paris,1886,128.3060711067988,26.48642317554924,96.39648277773928,125.93589992376464,1
Glass with Roses,"Paris: Summer, 1886",http://www.vggallery.com/painting/f_0218.jpg,Paris,1886,43.799769598361586,128.65170667880304,32.61157981567869,134.82362327909888,1
"Gleize Bridge over the Vigueirat Canal, The","Arles: March, 1888",http://www.vggallery.com/painting/f_0396.jpg,Arles,1888,91.4951956256304,84.61898126028561,146.47986940595635,131.3606120932208,1
"Good Samaritan (after Delacroix), The","Saint-Remy: May, 1890",http://www.vggallery.com/painting/f_0633.jpg,Saint-Remy,1890,55.42783536088749,98.4385232432865,153.4472021467212,151.61132401144232,2
"Gordina de Groot, Head","Nuenen: March, 1885",http://www.vggallery.com/painting/f_1668.jpg,Nuenen,1885,48.9184391702147,21.465644533019294,112.1873222212157,131.31250113234896,1
"Gordina de Groot, Head","Nuenen: May, 1885",http://www.vggallery.com/painting/f_0141.jpg,Nuenen,1885,56.74701546391753,78.43844845360825,95.02009278350515,141.62994329896907,1
Grass and Butterflies,"Arles: April, 1889",http://www.vggallery.com/painting/f_0460.jpg,Arles,1889,73.71585256727505,38.41772272129656,82.39553682568724,133.0307293150767,1
Great Peacock Moth,"Saint-Remy: May, 1889",http://www.vggallery.com/painting/f_0610.jpg,Saint-Remy,1889,57.932123538011695,98.69104166666666,103.70859649122806,146.31036549707602,1
Green Ears of Wheat,"Arles: June, 1888",http://www.vggallery.com/painting/f_0562.jpg,Arles,1888,64.89854385648978,104.02537904278073,147.8514885268276,145.3788216263692,3
"Green Vineyard, The","Arles: September, 1888",http://www.vggallery.com/painting/f_0475.jpg,Arles,1888,97.97752401202435,91.21624752547841,137.8513380746389,132.50380159835765,1
Green Wheat Field,"Saint-Remy: June, 1889",http://www.vggallery.com/painting/f_0718.jpg,Saint-Remy,1889,64.53604853886193,82.20949692541052,143.36328933869578,144.97337348866776,1
Green Wheat Field with Cypress,"Saint-Remy: mid-June, 1889",http://www.vggallery.com/painting/f_0719.jpg,Saint-Remy,1889,94.95578497398878,77.75027624309392,154.6820341170303,134.5719240230673,1
Green Wheat Fields,"Saint-Remy: May, 1890",http://www.vggallery.com/painting/f_0807.jpg,Saint-Remy,1890,67.1827646608936,89.2189635605556,159.6261564651025,149.96264155132855,2
"Grove, The","Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0817.jpg,Auvers-sur-Oise,1890,53.426010181355394,124.45635141584474,107.87307906458797,148.15769567292395,1
Half Figure of an Angel (after Rembrandt),"Saint-Remy: September, 1889",http://www.vggallery.com/painting/f_0624.jpg,Saint-Remy,1889,138.05739601018675,61.900024759479344,182.86241157328806,115.83032682512733,1
"Harvest at La Crau, with Montmajour in the Background","Arles: June, 1888",http://www.vggallery.com/painting/f_0412.jpg,Arles,1888,49.435163996948894,108.20567118278788,164.49247212233482,152.97608756189993,3
Harvest in Provence,"Arles: June, 1888",http://www.vggallery.com/painting/f_0558.jpg,Arles,1888,54.662433445222526,127.29134715550668,185.7930942184154,158.8934002257075,2
Haystacks in Provence,"Arles: June, 1888",http://www.vggallery.com/painting/f_0425.jpg,Arles,1888,48.19641809942689,162.75392176462748,177.67666266826603,168.45996601359457,7
Haystacks under a Rainy Sky,"Saint-Remy: October, 1889",http://www.vggallery.com/painting/f_0563.jpg,Saint-Remy,1889,46.383383781380395,87.58369245502428,169.40385371776455,153.08059716806895,2
Head of a Brabant Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0153.jpg,Nuenen,1885,159.03129254767595,71.53860962084667,109.64575988458591,135.12453451151887,1
Head of a Man,"Nuenen: November-January, 1884-85",http://www.vggallery.com/painting/f_0164.jpg,Nuenen,1885,36.86393837265287,95.46943555467445,33.90056359568382,133.76875584128692,1
Head of a Man,"Nuenen: March-May, 1885",http://www.vggallery.com/painting/f_0179r.jpg,Nuenen,1885,186.6934081832384,198.6663090324424,35.19676062416797,128.23811144814508,1
Head of a Peasant,"Nuenen: February-March, 1885",http://www.vggallery.com/painting/f_0168.jpg,Nuenen,1885,34.25843542210452,94.25376124881717,109.37828097116112,146.53976540222658,1
Head of a Peasant with a Pipe,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0169.jpg,Nuenen,1885,34.86247159932826,93.07410352662254,98.51107379235404,145.4784895781883,1
Head of a Peasant with Cap,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0160a.jpg,Nuenen,1884,81.1670582010582,37.17546560846561,101.5764074074074,132.70444444444445,1
Head of a Peasant with Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0169a.jpg,Nuenen,1885,52.57237426554244,9.73412246933591,123.09406901173574,129.20911974190733,1
Head of a Peasant Woman,"Nuenen: May, 1885",http://www.vggallery.com/painting/f_0086.jpg,Nuenen,1885,91.0565612244898,38.324867346938774,50.68030612244898,130.57597959183673,1
Head of a Peasant Woman,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0132.jpg,Nuenen,1884,120.95589397955862,20.94993399658714,90.08635178209215,126.40775083979952,1
Head of a Peasant Woman in a Green Shawl,"Nuenen: May, 1885",http://www.vggallery.com/painting/f_0155.jpg,Nuenen,1885,24.973425902496626,95.08052884615384,77.88608088731444,140.67490616565453,1
Head of a Peasant Woman with Brownish Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0154.jpg,Nuenen,1885,85.01612251198071,61.13900934936642,69.70982418487048,134.16372048922472,1
Head of a Peasant Woman with Dark Cap,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0136a.jpg,Nuenen,1884,41.077370373986916,65.79393125671321,112.93909774436091,141.14961917781466,1
Head of a Peasant Woman with Dark Cap,"Nuenen: February, 1885",http://www.vggallery.com/painting/f_0138.jpg,Nuenen,1885,94.91207029954681,45.65436056151211,126.37770040406274,132.47532638198052,1
Head of a Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0135.jpg,Nuenen,1885,100.6016142095121,99.66021075953492,39.5082805038121,132.20882322823283,2
Head of a Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0153a.jpg,Nuenen,1885,90.37771895190237,100.5184987437186,127.44545944005743,141.5728867552046,10
Head of a Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0151.jpg,Nuenen,1885,68.2273563380613,43.72161926939995,53.04088161268318,133.10568531978453,3
Head of a Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0133.jpg,Nuenen,1885,108.04120759205875,89.18195423084119,119.06263880161741,136.25364901357918,1
Head of a Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_1667.jpg,Nuenen,1885,69.66097256228387,42.89477370825656,51.954874170179465,133.30946941969356,2
Head of a Peasant Woman with Dark Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0137.jpg,Nuenen,1885,56.159710691823896,70.7983710691824,59.91362054507338,136.79803354297695,1
Head of a Peasant Woman with Dark Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0134.jpg,Nuenen,1885,29.14755001005468,133.87607848394603,94.70820844784495,150.76023422612494,1
Head of a Peasant Woman with Dark Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0136.jpg,Nuenen,1885,37.107914603960396,104.27607673267326,68.84106435643564,143.22588077557756,1
Head of a Peasant Woman with Greenish Lace Cap,"Nuenen: February-March, 1885",http://www.vggallery.com/painting/f_0074.jpg,Nuenen,1885,37.70491860047355,71.34396873011545,67.76414048939274,138.540927015293,1
Head of a Peasant Woman with White Cap,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0144.jpg,Nuenen,1884,18.410653328068097,110.20742398315124,118.40698521346145,144.475977359484,1
Head of a Peasant Woman with White Cap,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0146a.jpg,Nuenen,1884,66.2391048723426,37.52275455192758,71.5329874885566,131.27239141491202,2
Head of a Peasant Woman with White Cap,"Nuenen: April, 1885",http://www.vggallery.com/painting/f_0140.jpg,Nuenen,1885,102.93414804050815,87.08863404841803,47.36553960930009,130.50052432885906,1
Head of a Peasant Woman with White Cap,"Nuenen: January, 1885",http://www.vggallery.com/painting/f_0065.jpg,Nuenen,1885,39.32055687725791,100.63018768173407,109.61064117249684,149.28434223279584,1
Head of a Peasant Woman with White Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0081.jpg,Nuenen,1885,40.025682151201934,68.98183042255752,99.8568967565641,139.76192626034612,1
Head of a Peasant Woman with White Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0085a.jpg,Nuenen,1885,87.73294511115483,70.06616171552233,54.108868778280545,132.92452095219357,1
Head of a Peasant Woman with White Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0131.jpg,Nuenen,1885,26.754154766761864,132.69066594133915,100.44862414434017,150.96267283195067,1
Head of a Peasant Woman with White Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0080.jpg,Nuenen,1885,159.98235585616914,62.06628616636528,87.43102309083322,129.79242592850187,1
Head of a Peasant Woman with White Cap,"Nuenen: March-April, 1885",http://www.vggallery.com/painting/f_0085.jpg,Nuenen,1885,81.07151824857146,67.81128778316163,69.23504960842597,136.15632422601354,1
Head of a Woman,"Nuenen: November-January, 1884-85",http://www.vggallery.com/painting/f_0156.jpg,Nuenen,1885,43.52228422619048,73.58349228896104,69.8224228896104,139.62625135281385,1
Head of a Woman,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0130.jpg,Nuenen,1885,83.4946213592233,86.95466019417476,64.15766019417475,136.32799514563106,1
Head of a Woman,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0160.jpg,Nuenen,1885,72.63409696115288,40.45036810776942,76.38182174185464,132.1591870300752,2
Head of a Woman,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0080a.jpg,Nuenen,1885,204.19969586776858,204.57625454545453,45.678945454545456,120.4660958677686,1
Head of a Woman,"Nuenen: March-May, 1885",http://www.vggallery.com/painting/f_0069.jpg,Nuenen,1885,100.72998372308953,77.8837535382545,94.0695659365238,133.52495855590348,1
Head of a Woman,"Nuenen: March-May, 1885",http://www.vggallery.com/painting/f_0269r.jpg,Nuenen,1885,204.1059516831683,148.36810455445544,45.31716752475248,122.50025188118812,1
Head of a Woman,"Nuenen: May, 1885",http://www.vggallery.com/painting/f_0388r.jpg,Nuenen,1885,185.21970147469708,198.04718134142152,39.66367643323522,128.67334937022815,1
Head of a Woman,"Nuenen: November-May, 1884-85",http://www.vggallery.com/painting/f_0159.jpg,Nuenen,1885,31.958518007686585,99.54807215472353,101.10501255269031,147.57216247210513,1
Head of a Woman,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0070a.jpg,Nuenen,1885,62.01317515432099,111.68206018518518,35.6850639329806,133.54610890652557,1
Head of a Woman with her Hair Loose,"Antwerp: December, 1885",http://www.vggallery.com/painting/f_0206.jpg,Antwerp,1885,46.42273263820579,94.06697570332481,113.60156403698603,147.06266394517672,1
Head of a Young Peasant in a Peaked Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0163.jpg,Nuenen,1885,40.3160866873065,71.30630753353974,84.0780515995872,140.50494943240454,2
Head of a Young Peasant in a Peaked Cap,"Nuenen: March, 1885",http://www.vggallery.com/painting/f_0165.jpg,Nuenen,1885,22.25006542104988,106.17557399422684,167.52133933999218,148.58286330825192,1
Head of a Young Peasant Woman with Dark Cap,"Nuenen: February-March, 1885",http://www.vggallery.com/painting/f_0150.jpg,Nuenen,1885,17.721163415231818,66.13498997314503,105.6154038497122,139.93436785805375,1
Head of an Old Peasant Woman with White Cap,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0146.jpg,Nuenen,1884,29.19636514136008,102.27382387450375,98.21582123856824,146.95953276435702,1
Head of an Old Peasant Woman with White Cap,"Nuenen: December, 1884",http://www.vggallery.com/painting/f_0075.jpg,Nuenen,1884,28.697892535392537,96.08213481338481,76.57751769626769,142.19684684684685,1
Head of an Old Woman with White Cap (The Midwife),"Antwerp: December, 1885",http://www.vggallery.com/painting/f_0174.jpg,Antwerp,1885,47.899948819653254,69.37818117842748,93.64691638410851,140.90283091292943,1
"House of Pere Eloi, The","Auvers-sur-Oise: May, 1890",http://www.vggallery.com/painting/f_0794.jpg,Auvers-sur-Oise,1890,55.27581269927711,104.86395137418862,193.8357268545764,150.01063689623976,2
"House of Pere Pilon, The","Auvers-sur-Oise: May, 1890",http://www.vggallery.com/painting/f_0791.jpg,Auvers-sur-Oise,1890,66.75004537637783,89.82944942302782,138.90361749713128,144.81211103215108,5
House with Sunflowers,"Paris: Summer, 1887",http://www.vggallery.com/painting/f_0810.jpg,Paris,1887,54.96433791208791,80.14700824175824,150.24647802197802,144.06477472527473,3
Houses in Auvers,"Auvers-sur-Oise: May, 1890",http://www.vggallery.com/painting/f_0805.jpg,Auvers-sur-Oise,1890,75.9455067444404,114.24080690241827,138.26782112042775,145.29472293109734,2
Houses in Auvers,"Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0759.jpg,Auvers-sur-Oise,1890,88.11480535279806,77.49093152589504,164.64453336809177,140.9420646506778,1
Interior of a Restaurant,"Paris: June-July, 1887",http://www.vggallery.com/painting/f_0342.jpg,Paris,1887,29.453036284470247,101.93384034833092,185.88652249637155,153.99040638606675,2
Interior of a Restaurant in Arles,"Arles: August, 1888",http://www.vggallery.com/painting/f_0549a.jpg,Arles,1888,49.201080698024626,128.63909188885935,124.2814391590634,154.71377004163344,3
Interior of the Restaurant Venissac in Arles,"Arles: August, 1888",http://www.vggallery.com/painting/f_0549.jpg,Arles,1888,33.83659616137877,115.87293380336858,163.45429298864082,154.6437877007442,4
"Iris, The","Saint-Remy: May, 1889",http://www.vggallery.com/painting/f_0601.jpg,Saint-Remy,1889,62.52470335515548,106.56120771958538,108.30483496999454,146.4061477086743,5
Irises,"Saint-Remy: May, 1889",http://www.vggallery.com/painting/f_0608.jpg,Saint-Remy,1889,103.75611291731366,148.61140091226707,143.91040857919253,129.54023194875776,2
Italian Woman (Agostina Segatori?),"Paris: December, 1887",http://www.vggallery.com/painting/f_0381.jpg,Paris,1887,32.72483871699409,190.2796133744196,178.8279334713676,178.15005881037786,4
Japonaiserie: Bridge in the Rain (after Hiroshige),"Paris: September-October, 1887",http://www.vggallery.com/painting/f_0372.jpg,Paris,1887,76.37018338108882,92.7356446991404,122.83865329512894,140.67419484240688,1
Japonaiserie: Flowering Plum Tree (after Hiroshige),"Paris: September-October, 1887",http://www.vggallery.com/painting/f_0371.jpg,Paris,1887,33.400151939852776,131.49787662600383,130.36042345229467,155.1519806029276,1
Japonaiserie: Oiran (after Kesaï Eisen),"Paris: September-October, 1887",http://www.vggallery.com/painting/f_0373.jpg,Paris,1887,50.02284649776453,150.2354731743666,130.58092026825634,158.75389716840536,2
"Kingfisher, The","Paris: second half, 1886",http://www.vggallery.com/painting/f_0028.jpg,Paris,1886,58.051398739164696,119.45848305752561,164.32648936170213,161.3026635145784,1
La Berceuse (Augustine Roulin),"Arles: January, 1889",http://www.vggallery.com/painting/f_0506.jpg,Arles,1889,56.75949957591179,113.36922709923664,116.85252332485157,148.140102841391,3
La Berceuse (Augustine Roulin),"Arles: December, 1888",http://www.vggallery.com/painting/f_0504.jpg,Arles,1888,55.39374766145327,131.1236810596423,116.64426401257202,152.0248035620744,4
La Berceuse (Augustine Roulin),"Arles: February, 1889",http://www.vggallery.com/painting/f_0508.jpg,Arles,1889,65.78580895661821,130.73326910725754,100.97754714777837,148.49683832545105,1
La Berceuse (Augustine Roulin),"Arles: January, 1889",http://www.vggallery.com/painting/f_0505.jpg,Arles,1889,50.911114672364675,157.166745014245,130.61680555555554,159.21148504273503,4
La Berceuse (Augustine Roulin),"Arles: March, 1889",http://www.vggallery.com/painting/f_0507.jpg,Arles,1889,58.955964106698445,124.03076869150689,119.13278067930878,152.32896351081357,5
La Crau with Peach Trees in Blossom,"Arles: April, 1889",http://www.vggallery.com/painting/f_0514.jpg,Arles,1889,38.82818312905552,84.4484643114636,166.77135544340302,147.13617519826965,1
"La Mousmé, Sitting","Arles: July, 1888",http://www.vggallery.com/painting/f_0431.jpg,Arles,1888,65.05281788400873,83.84951771414705,164.0129276874545,143.22285852948315,2
Landscape at Auvers in the Rain,"Auvers-sur-Oise: July, 1890",http://www.vggallery.com/painting/f_0811.jpg,Auvers-sur-Oise,1890,74.19891800507185,110.752696534235,149.4987658495351,140.83473372781066,4
Landscape at Dusk,"Nuenen: April, 1885",http://www.vggallery.com/painting/f_0191.jpg,Nuenen,1885,66.6888519744476,106.07456608567136,117.82608005276593,150.23960620976902,2
Landscape at Sunset,"Nuenen: April, 1885",http://www.vggallery.com/painting/f_0079.jpg,Nuenen,1885,28.54846101765533,126.84174187356314,150.79048338256192,159.4860833141131,1
Landscape in the Neighbourhood of Saint-Remy,"Saint-Remy: December, 1889",http://www.vggallery.com/painting/f_0726.jpg,Saint-Remy,1889,73.85371218974458,25.78191039729501,110.56563993810957,132.24400251120898,1
Landscape Under a Stormy Sky,"Arles: May, 1888",http://www.vggallery.com/painting/f_0575.jpg,Arles,1888,33.463392750328985,101.58880932442364,151.04734275574089,150.32601871948683,1
Landscape with a Church at Twilight,"Drente: October, 1883",http://www.vggallery.com/painting/f_0188.jpg,Drente,1883,41.58379513967749,5.589878113407525,128.3823907941555,128.58629343629343,1
Landscape with Carriage and Train in the Background,"Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0760.jpg,Auvers-sur-Oise,1890,56.7233918128655,109.00994926610123,130.96801440687813,152.23300027109718,3
Landscape with Couple Walking and Crescent Moon,"Saint-Remy: May, 1890",http://www.vggallery.com/painting/f_0704.jpg,Saint-Remy,1890,90.34729772286822,93.88472504844961,133.26377664728682,139.24161216085272,2
Landscape with Dunes,"The Hague: August, 1883",http://www.vggallery.com/painting/f_0015a.jpg,The Hague,1883,71.89583042063958,41.22712952865625,132.38420760749005,135.07052913159782,1
Landscape with Olive Tree and Mountains in the Background,"Saint-Remy: December, 1889",http://www.vggallery.com/painting/f_0663.jpg,Saint-Remy,1889,59.3067883753859,109.44626981732085,135.0502599753952,151.06802592790325,1
Landscape with Pollard Willows,"Nuenen: April, 1884",http://www.vggallery.com/painting/f_0031.jpg,Nuenen,1884,92.76113003406131,37.01042543244507,133.87140853536366,130.27153876978562,1
Landscape with Snow,"Arles: February, 1888",http://www.vggallery.com/painting/f_0290.jpg,Arles,1888,50.48520601203142,72.36343846007617,162.7025657220999,148.77433112777712,1
Landscape with the Chateau of Auvers at Sunset,"Auvers-sur-Oise: June, 1890",http://www.vggallery.com/painting/f_0770.jpg,Auvers-sur-Oise,1890,55.129056877188745,107.06204443907741,108.60297065571791,150.66052167612608,1
Landscape with Trees and Figures,"Saint-Remy: November, 1889",http://www.vggallery.com/painting/f_0818.jpg,Saint-Remy,1889,38.3308496189542,130.2768995699087,144.89479740436127,161.05296285117834,1
Landscape with Windblown Trees,"Nuenen: November, 1885",http://www.vggallery.com/painting/f_0196.jpg,Nuenen,1885,99.60795485292412,18.698388156623245,101.31402342391094,127.5957288083182,1
Lane at the Jardin du Luxembourg,"Paris: June-July, 1886",http://www.vggallery.com/painting/f_0223.jpg,Paris,1886,44.256384801229956,68.45068306611026,134.66148034263122,143.55824584523026,2
Lane in Autumn,"Nuenen: October, 1884",http://www.vggallery.com/painting/f_0120.jpg,Nuenen,1884,26.59926555829844,84.50299709496598,112.94914826584471,139.4675638630133,1
"Lane in the Public Garden at Arles, A","Arles: September, 1888",http://www.vggallery.com/painting/f_0470.jpg,Arles,1888,58.095791139240504,162.88225386779183,87.97476441631505,152.72539029535864,4
Lane in Voyer d'Argenson Park at Asnieres,"Paris: June-July, 1887",http://www.vggallery.com/painting/f_0275.jpg,Paris,1887,50.66804262036306,102.60429360694555,90.27995264404105,143.08585372270454,1
Lane in Voyer d'Argenson Park at Asnieres,"Paris: Spring, 1887",http://www.vggallery.com/painting/f_0276.jpg,Paris,1887,43.50351237269101,72.42353328428146,191.08009139139526,146.56315300313673,1
"Lane near Arles, A","Arles: May, 1888",http://www.vggallery.com/painting/f_0567.jpg,Arles,1888,82.57926816239316,142.19277243589744,188.82267094017095,142.6834081196581,11
Lane with Poplars,"Nuenen: November, 1885",http://www.vggallery.com/painting/f_0045.jpg,Nuenen,1885,35.586956001197244,120.04956599820413,96.99632445375636,144.23491768931459,2
"Langlois Bridge at Arles with Road Alongside the Canal, The","Arles: March, 1888",http://www.vggallery.com/painting/f_0400.jpg,Arles,1888,56.28967310643222,73.58769463939828,215.92145561341283,154.05375066032752,7
"Langlois Bridge at Arles with Women Washing, The","Arles: March, 1888",http://www.vggallery.com/painting/f_0397.jpg,Arles,1888,70.91913082366226,80.21710060992048,161.70071395268437,142.40052396705224,1
"Langlois Bridge at Arles, The","Arles: April, 1888",http://www.vggallery.com/painting/f_0571.jpg,Arles,1888,83.45291281524592,143.56899035718362,178.54533621476662,149.10767217277188,5
"Langlois Bridge at Arles, The","Arles: May, 1888",http://www.vggallery.com/painting/f_0570.jpg,Arles,1888,106.23746697627409,78.4395977662208,200.74775630569255,126.05189762485047,2
L'Arlesienne (Madame Ginoux),"Saint-Remy: February, 1890",http://www.vggallery.com/painting/f_0541.jpg,Saint-Remy,1890,53.13632336655593,67.82675156884459,167.12143226282762,146.25893318567736,3
L'Arlesienne (Madame Ginoux),"Saint-Remy: February, 1890",http://www.vggallery.com/painting/f_0540.jpg,Saint-Remy,1890,38.29522467431167,73.09030498131844,134.61362568789943,143.04417208582743,1
L'Arlesienne (Madame Ginoux),"Saint-Remy: February, 1890",http://www.vggallery.com/painting/f_0542.jpg,Saint-Remy,1890,90.07638762898813,90.2540848553963,150.37401095218877,137.73008297449303,6
L'Arlesienne (Madame Ginoux),"Saint-Remy: February, 1890",http://www.vggallery.com/painting/f_0543.jpg,Saint-Remy,1890,89.75781342076222,35.218893638905854,206.69319176139913,132.33915478269566,1
L'Arlesienne: Madame Ginoux with Books,"Arles: November, 1888 (or May, 1889?)",http://www.vggallery.com/painting/f_0488.jpg,Arles,1889,48.94465737514518,159.88446767324817,150.46054974835462,167.06536198219126,2
L'Arlesienne: Madame Ginoux with Gloves and Umbrella,"Arles: early November, 1888",http://www.vggallery.com/painting/f_0489.jpg,Arles,1888,65.9780551249608,101.30456077127249,114.8552715838379,152.43763883920488,2
Le Blute-Fin Mill,Paris: 1886,http://www.vggallery.com/painting/b_0002.jpg,Paris,1886,34.432044382801664,74.07735644937587,130.9884049930652,141.48616920943135,3
Le Mont Gaussier with the Mas de Saint-Paul,"Saint-Remy: June, 1889",http://www.vggallery.com/painting/f_0725.jpg,Saint-Remy,1889,63.28897235043494,119.45044270371028,129.14045024853542,151.3577883676549,4
Le Moulin de Blute-Fin,"Paris: Summer, 1886",http://www.vggallery.com/painting/f_0273.jpg,Paris,1886,51.13811809022537,51.55641665699137,171.19219010023608,141.9255743901338,1
Le Moulin de la Galette,"Paris: Autumn, 1886",http://www.vggallery.com/painting/f_0226.jpg,Paris,1886,34.32395922878546,105.75164997105314,183.96468132138034,161.0833809933159,1
Le Moulin de la Galette,"Paris: Autumn, 1886",http://www.vggallery.com/painting/f_0228.jpg,Paris,1886,36.31948782324881,92.82906351995983,147.43890785839818,146.8448380617625,1
Le Moulin de la Galette,"Paris: Autumn, 1886",http://www.vggallery.com/painting/f_0348.jpg,Paris,1886,101.39502703002796,34.95525992546791,197.6461148238364,125.90528733717791,1
Le Moulin de la Galette,"Paris: Autumn, 1886",http://www.vggallery.com/painting/f_0349.jpg,Paris,1886,50.101617795753285,89.36272069689663,174.2173913043478,150.6381193124368,1
